"#",Lens ID,Title,Applicants
6001,159-739-806-970-519,PARTITIONABLE PAPER PRODUCT,GPCP IP HOLDINGS LLC
6002,048-840-997-771-521,"MARINE BIODEGRADATION PROMOTER HAVING TWO OR MORE MONOVALENT ORGANIC ANIONS, AND MARINE BIODEGRADABLE COMPOSITION",NISSHINBO HOLDINGS INC
6003,188-939-656-580-731,DISPLAY SYSTEM,HYPERSTEALTH BIOTECHNOLOGY CORP
6004,088-821-357-794-474,"BATTERY CELL CASING, BATTERY CELL, BATTERY, AND ELECTRIC APPARATUS",CONTEMPORARY AMPEREX TECHNOLOGY HONG KONG LTD
6005,006-066-109-557-540,Artificial Leather and Method for Manufacturing Same,ASAHI KASEI KK
6006,089-067-368-748-371,BIMODAL POLYETHYLENE RESINS,UNIVATION TECH LLC
6007,134-339-001-741-938,Secondary Battery Comprising Seal Tape,LG ENERGY SOLUTION LTD
6008,156-940-771-268-003,"Negative electrode material for nonaqueous secondary batteries, negative electrode for nonaqueous secondary batteries, and nonaqueous secondary battery",Mitsubishi Chemical Corporation
6009,152-049-285-083-857,"SYSTEM, DEVICE, AND METHOD FOR DETECTING NUCLEIC ACIDS",SEKISUI DIAGNOSTICS LLC
6010,087-798-186-003-367,LUBRICANT ADDITIVES FOR PERFORMANCE BOOSTING,AFTON CHEMICAL CORP
6011,163-183-930-166-388,"MICROORGANISMS AND METHODS FOR THE CONTINUOUS PRODUCTION OF FATTY ACIDS, FATTY ALCOHOLS, AND CULTURED PROTEIN FROM C1-SUBSTRATES",LANZATECH INC
6012,055-645-833-086-878,"HOUSING MEMBER, BATTERY CELL, BATTERY, AND ELECTRICAL DEVICE",CONTEMPORARY AMPEREX TECHNOLOGY CO LTD
6013,038-791-049-757-999,SOLID RINSE AID COMPOSITION COMPRISING POLYACRYLIC ACID,ECOLAB USA INC
6014,054-476-187-496-061,ANTIBACTERIAL AGENT,MITSUI CHEMICALS INC
6015,092-256-207-983-371,PROCESS FOR MANUFACTURING A POROUS TRANSPORT LAYER,BASF SE
6016,125-703-062-610-001,"MAINTENANCE FLUID, METHOD FOR PRODUCING MAINTENANCE FLUID, METHOD FOR MAINTAINING INK-JET RECORDING DEVICE, AND INK-JET RECORDING DEVICE",DNP FINE CHEMICALS CO LTD
6017,148-726-323-400-843,Razor handle with a rigid member,GILLETTE CO LLC
6018,047-786-512-463-504,"METHOD OF MANUFACTURING CONNECTION STRUCTURE, CONNECTION STRUCTURE, FILM STRUCTURE, AND METHOD OF MANUFACTURING FILM STRUCTURE",DEXERIALS CORP
6019,103-549-425-361-577,Freshwater Biodegradable Mixed Ester Cellulose Esters,EASTMAN CHEM CO
6020,137-697-347-659-906,"BATTERY CELL, BATTERY, AND ELECTRIC DEVICE",CONTEMPORARY AMPEREX TECH HONG KONG LIMITED
6021,157-198-970-555-323,"Positive Electrode Active Material, Preparation Method Thereof, and Positive Electrode and Lithium Secondary Battery Which Include the Positive Electrode Active Material",LG ENERGY SOLUTION LTD
6022,163-225-473-268-786,"METHOD OF MANUFACTURING ADHESIVE MEMBER, METHOD OF MANUFACTURING DISPLAY DEVICE INCLUDING THE SAME, AND DISPLAY DEVICE MANUFACTURED BY THE METHOD OF MANUFACTURING DISPLAY DEVICE",SAMSUNG DISPLAY CO LTD
6023,198-221-783-180-861,Fusion Protein Construct,NORTHWESTERN UNIV
6024,176-978-089-139-056,"CARBON FOAMS, DOPED CARBON COMPOSITES, PROCESSES FOR FABRICATING CARBON FOAMS AND DOPED CARBON COMPOSITES, AND USES THEREOF",UNIV WYOMING
6025,020-518-706-971-338,ENERGY STORAGE APPARATUS,REPT BATTERO ENERGY CO LTD;;SHANGHAI RUIPU ENERGY CO LTD
6026,063-232-054-058-151,ENERGY STORAGE APPARATUS,REPT BATTERO ENERGY CO LTD;;SHANGHAI RUIPU ENERGY CO LTD
6027,096-487-696-945-58X,"SHELL COMPONENT, BATTERY CELL, BATTERY AND ELECTRIC DEVICE",CONTEMPORARY AMPEREX TECHNOLOGY CO LTD
6028,174-631-958-305-154,COMPOSITE MATERIAL FOR TISSUE RESTORATION,THE JOHNS HOPKINS UNIV TECHNOLOGY VENTURES
6029,187-095-851-595-53X,Salts and pharmaceutical compositions thereof for the treatment of inflammatory disorders,Alfasigma S.p.A.
6030,161-847-389-441-471,RAPID CERAMIC PROCESSING TECHNIQUES AND EQUIPMENT,QUANTUMSCAPE BATTERY INC
6031,027-465-992-135-83X,VAPOUR PROVISION SYSTEM,NICOVENTURES TRADING LTD
6032,126-407-145-912-451,"HOLLOW FIBER MEMBRANE, HOLLOW FIBER MEMBRANE UNIT, HOLLOW FIBER MEMBRANE MODULE, AND DEHUMIDIFIER",TORAY INDUSTRIES
6033,173-593-158-942-242,CYLINDRICAL NON-AQUEOUS ELECTROLYTE SECONDARY BATTERY,PANASONIC ENERGY CO LTD
6034,179-111-196-792-533,"SCALED COMPOSITE STRUCTURE, WEARABLE PROTECTIVE DEVICE, CORRESPONDING MANUFACTURING METHOD AND COMPUTER PROGRAM PRODUCT",NK TECH LIMITED
6035,195-548-335-141-290,HEART VALVE REPLACEMENT,UNIV SYDNEY;;CHILDRENS HOSPITAL MED CT
6036,190-035-588-920-22X,Encapsulation of Flame Retardant Agents by Atomic Layer Deposition for Improved Flame Retardant Formulations,SHPP GLOBAL TECH BV
6037,191-799-895-400-722,POLYMER RECYCLATE BLEND PRODUCT AND PROCESS,EQUISTAR CHEM LP
6038,102-130-764-799-582,ELECTRODE ASSEMBLY AND LITHIUM SECONDARY BATTERY COMPRISING SAME,LG ENERGY SOLUTION LTD
6039,194-254-678-507-813,BILIARY STENT,BOSTON SCIENT SCIMED INC
6040,175-774-302-366-004,NUCLEIC ACID SEQUENCING METHOD,MGI TECH CO LTD
6041,002-472-986-381-135,Method for Manufacturing Secondary Battery,LG ENERGY SOLUTION LTD
6042,119-688-392-546-786,COATING COMPOSITION,KANSAI PAINT CO LTD
6043,148-492-186-434-078,"ELECTROLYTIC SOLUTION FOR SECONDARY BATTERY, AND SECONDARY BATTERY",MURATA MANUFACTURING CO;;YOKOHAMA NATIONAL UNIV
6044,173-089-888-643-858,DENTAL APPLIANCE APPARATUS AND RESPIRATION ENHANCEMENT,DENTAL CHOICE HOLDINGS LLC
6045,069-151-448-252-436,"Composite graphite material and method for preparation thereof, secondary battery, and apparatus",CONTEMPORARY AMPEREX TECHNOLOGY CO LTD;;CONTEMPORARY AMPEREX TECHNOLOGY HONG KONG LTD
6046,092-950-496-160-194,NUCLEIC ACID SEQUENCING BY SYNTHESIS USING MAGNETIC SENSOR ARRAYS,ROCHE SEQUENCING SOLUTIONS INC;;SANDISK TECHNOLOGIES INC
6047,061-316-347-628-301,Microcapsule with a porous or hollow core and ph-sensitive shell and use thereof,SOLVENTUM INTELLECTUAL PROPERTIES COMPANY
6048,034-050-865-711-039,NONAQUEOUS ELECTROLYTE SECONDARY BATTERY,PANASONIC IP MAN CO LTD
6049,126-905-177-134-06X,RESEALABLE CLOSURE FOR A CONTAINER,YETI COOLERS LLC
6050,155-098-269-450-24X,"ELECTROPHOTOGRAPHIC ROLLER, DEVELOPING APPARATUS, ELECTROPHOTOGRAPHIC IMAGE FORMING APPARATUS, AND PROCESS CARTRIDGE",CANON KABUSHIKI KAISHA
6051,190-220-181-339-462,INSTALLATION STRUCTURE FOR PHOTOVOLTAIC SHEET,SEKISUI CHEMICAL CO LTD
6052,029-485-349-545-638,"BATTERY CELL, BATTERY AND ELECTRICAL EQUIPMENT",CONTEMPORARY AMPEREX TECHNOLOGY (HONG KONG) LIMITED
6053,077-518-383-999-763,"NEGATIVE ELECTRODE PLATE, SECONDARY BATTERY, POWER CONSUMING DEVICE, METHOD AND USE",CONTEMPORARY AMPEREX TECHNOLOGY (HONG KONG) LIMITED
6054,144-622-477-892-471,EXTENDED RELEASE PHARMACEUTICAL FORMULATION,DOUGLAS PHARMACEUTICALS LTD
6055,032-531-531-441-803,MULTILAYER BODY AND PACKAGING CONTAINER FORMED OF MULTILAYER BODY,DAINIPPON PRINTING CO LTD
6056,122-643-405-040-91X,"WAX-BASED COMPOSITIONS, ARTICLES MADE THEREFROM, AND METHODS OF MANUFACTURE AND USE",ULTRADENT PRODUCTS INC
6057,166-090-298-270-865,DEVELOPER CONTAINER AND IMAGE FORMING SYSTEM,CANON KK
6058,129-492-853-672-055,COMPOSITIONS AND METHODS FOR REDUCING SLEEP DISTURBANCES AND TREATING SLEEP DISORDERS,FLORASCIENCE INC
6059,177-696-134-738-64X,Convection-enhanced electrochemical energy storage devices and related methods,MASSACHUSETTS INST TECHNOLOGY
6060,001-943-949-385-702,COATING COMPOSITIONS,"PRC-DESOTO INTERNATIONAL, INC."
6061,141-072-768-020-953,DUAL CURABLE OLIGOMERS,ARKEMA FRANCE
6062,020-314-887-149-68X,Deployment device for an insertable and associated methods,PRICE TONIA
6063,075-495-947-569-610,Charge control agents and particle dispersions including the same,E INK CORP
6064,163-161-567-826-953,Emission free fluff transfer system and integrated nitrogen cycle,CHEVRON PHILLIPS CHEMICAL CO LP
6065,089-970-896-729-319,"MARINE BIODEGRADATION PROMOTER HAVING HYDROCARBON GROUP, AND MARINE BIODEGRADABLE COMPOSITION",NISSHINBO HOLDINGS INC
6066,114-020-071-120-416,TRAY FOR FUSION SPLICING WORK AND FUSION SPLICER SET,SUMITOMO ELECTRIC OPTIFRONTIER CO LTD
6067,113-834-445-467-737,HIGH ACID VALUE POLYESTER,PPG IND OHIO INC
6068,000-335-992-191-828,HERBICIDAL ACTIVITY OF ALKYL PHOSPHINATES,BASF SE
6069,055-647-728-212-982,Method of manufacturing battery,PRIME PLANET ENERGY & SOLUTIONS INC
6070,030-870-038-537-960,Compositions and methods related to the methylation of histone H1.0 protein,AELAN CELL TECH INC
6071,165-374-297-546-16X,CONNECTORS FOR CONDUITS,FISHER & PAYKEL HEALTHCARE LTD
6072,196-522-317-408-095,ELECTROSTATIC IMAGE DEVELOPMENT TONER,KAO CORP
6073,115-751-247-309-542,MEDICAMENT DELIVERY DEVICE WITH VIBRATING MEANS,ONDOSIS AB
6074,167-220-867-099-316,VERSATILE SCRUBBING LIQUID FOR REMOVAL OF CONTAMINANTS FROM A GASEOUS STREAM,CLAIRION LTD
6075,190-009-703-002-792,SEED COATING COMPOSITION COMBINING DYE AND PIGMENT,SPECIALTY OPERATIONS FRANCE
6076,046-158-483-064-462,"SECONDARY BATTERY, DEVICE, ARTIFICIAL GRAPHITE, AND PREPARATION METHOD",CONTEMPORARY AMPEREX TECHNOLOGY HONG KONG LTD
6077,084-299-136-623-749,Potassium secondary battery,OHIO STATE INNOVATION FOUNDATION
6078,045-829-713-882-961,"BATTERY CELL, BATTERY, AND ELECTRIC APPARATUS",CONTEMPORARY AMPEREX TECHNOLOGY HONG KONG LTD
6079,050-358-423-837-014,POSITIVE ELECTRODE ACTIVE MATERIAL AND LITHIUM SECONDARY BATTERY COMPRISING THE SAME,ECOPRO BM CO LTD
6080,040-686-615-852-817,Hydrophobic coatings on glass having superior properties and methods of coating using atomic or molecular deposition,ALD NANOSOLUTIONS INC
6081,006-954-696-666-746,SECONDARY BATTERY AND METHOD OF MANUFACTURING THE SAME,MURATA MFG CO LTD
6082,179-959-610-088-874,Polymer-based substrate and method for producing the same,ENSINGER GMBH
6083,123-615-370-794-081,PANTS-TYPE ABSORBENT ARTICLE,UNICHARM CORP
6084,068-830-352-747-299,OIL-GELLING AGENT AND COSMETIC,SHINETSU CHEMICAL CO
6085,137-338-979-236-317,NOVEL PEPTIDE DERIVATIVE DERIVED FROM ADIPONECTIN AND USE THEREOF,SEOUL NAT UNIV HOSPITAL;;DAEGU GYEONGBUK MEDICAL INNOVATION FOUND
6086,182-034-894-432-158,Freeze-cast magnetic flake composites,TRUSTEES OF DARTMOUTH COLLEGE
6087,175-640-678-276-37X,CONTACT LENS PACKAGES WITH SLIDING OR TILTING LENS TRANSFER AND METHODS OF HANDLING,JOHNSON & JOHNSON VISION CARE
6088,087-864-739-497-794,ABSORBENT ARTICLE WITH IMPROVED MULTI-LAYERED CORE,ONTEX BV;;ONTEX GROUP NV
6089,075-506-346-672-293,APPARATUS FOR MANUFACTURING ELECTRODE ACTIVE MATERIAL LAYER,ZEON CORP
6090,097-165-834-805-193,Catalyst system,DOW GLOBAL TECHNOLOGIES LLC
6091,107-013-135-487-85X,MICRONIZED PLACENTAL TISSUE COMPOSITIONS AND METHODS FOR MAKING AND USING THE SAME,MIMEDX GROUP INC
6092,137-625-944-139-869,Battery Pack and Device Including the Same,LG ENERGY SOLUTION LTD
6093,068-629-412-687-212,PANT-TYPE WEARABLE ARTICLE,PROCTER & GAMBLE
6094,114-274-899-376-534,DIPHENYL(METH)ACRYLAMIDE-CONTAINING THERMOSETTING RESIN COMPOSITION AND CURED PRODUCT THEREFROM,NIPPON SODA CO
6095,056-767-864-878-810,JOINT COVER CONTAINING A REINFORCING ELEMENT,GEFFERS PATENT GMBH
6096,169-280-790-497-953,ADVANCED LIQUID DESICCANT SOLUTION REGENERATOR,"Nortek Air Solutions Canada, Inc."
6097,136-801-326-947-221,PEST CONTROL COMPOSITIONS CONTAINED IN PLASTIC CONTAINERS,PROCTER & GAMBLE
6098,094-793-845-459-634,POLYMER RECYCLATE BLEND PRODUCT AND PROCESS,EQUISTAR CHEM LP
6099,146-209-878-187-275,EMULSIFIED COMPOSITION,HOUSE WELLNESS FOODS CORP;;HOUSE FOODS CORP
6100,168-957-312-617-055,Method for manufacturing porous membrane and porous membrane,FUJIFILM CORP
6101,112-757-823-810-764,HYDROCONVERSION IN AN EBULLATED OR HYBRID EBULLATED/ENTRAINED BED OF A FEEDSTOCK COMPRISING A PLASTIC FRACTION,IFP ENERGIES NOW
6102,049-904-531-001-409,"A product, uses of the same, and a method",METSAE SPRING OY
6103,155-992-522-389-398,Method of lubricating an automotive or industrial gear,LUBRIZOL CORP
6104,180-234-255-211-045,"Jelly-Roll Type Electrode Assembly, Manufacturing Method for Jelly-Roll Type Electrode Assembly, and Secondary Battery Comprising Same",LG ENERGY SOLUTION LTD
6105,098-166-054-230-246,POSITIVE ELECTRODE SHEET AND APPLICATION THEREOF,ZHUHAI COSMX BATTERY CO LTD
6106,043-728-528-511-717,"Low temperature, high yield synthesis of hydrogen terminated highly porous amorphous silicon, and nanomaterials and composites from Zintl phases",UNIV GEORGE WASHINGTON
6107,024-901-012-654-394,HOT-MELT ADHESIVES WITH PROPERTIES OPTIMISED FOR THE APPLICATION BY EXTRUSION,SAVARE I C S R L
6108,198-250-835-162-765,"LAMINATED FILM, LID MATERIAL FOR FOOD PACKAGING CONTAINER, AND FOOD PACKAGING CONTAINER",TOYO BOSEKI
6109,130-685-319-281-640,"TRANSMITTANCE-VARIABLE OPTICAL LAMINATE AND MANUFACTURING METHOD THEREFOR, AND SMART WINDOW COMPRISING SAME",DONGWOO FINE CHEM CO LTD
6110,150-867-107-031-79X,SYSTEMS and METHODS FOR REMOVING UNDESIRABLE MATERIAL WITHIN A CIRCULATORY SYSTEM UTILIZING DURING A SURGICAL PROCEDURE,"AngioDynamics, Inc."
6111,122-514-682-782-435,LOW COMPRESSION SET AEROGELS AND AEROGEL COMPOSITES AND METHODS OF MAKING,ASPEN AEROGELS INC
6112,039-905-694-039-454,"COMPOSITION FOR FORMING COLORED LAYER, OPTICAL FILM AND DISPLAY DEVICE",TOPPAN HOLDINGS INC
6113,180-049-308-653-572,METALLIC SHEET WITH SECURITY WINDOW AND METHODS OF MANUFACTURE,VALAURUM INC
6114,034-833-209-903-682,RECYCLED POLYMERIC COMPOSITION FOR COMPUTER CHASSIS,DELL PRODUCTS LP
6115,192-689-143-127-566,Identification of rare products of crossing organisms,HEINEKEN SUPPLY CHAIN BV
6116,195-132-032-476-828,"COMPOSITE PARTICLES FOR NON-AQUEOUS ELECTROLYTE RECHARGEABLE BATTERIES, METHOD OF PREPARING THE SAME, POSITIVE ELECTRODE, AND NON-AQUEOUS ELECTROLYTE RECHARGEABLE BATTERIES",SAMSUNG SDI CO LTD
6117,036-063-685-914-985,ELECTROPHOTOGRAPHIC APPARATUS,CANON KK
6118,017-964-918-484-47X,CMP POLISHING PAD,DUPONT ELECTRONIC MAT HOLDING INC
6119,047-977-054-865-988,Vacuum System to Clear Standing Column of Fluid,BARD INC C R
6120,018-818-336-016-423,Artificial turf system having shock absorbing pad,KIM BONG JIN
6121,054-871-805-848-547,SYSTEM AND METHOD FOR CREATING CUSTOM SURFACES,TRUBAN MITCHELL ANDREW
6122,193-019-476-543-246,HYDRAULIC ACTUATOR,BRIDGESTONE CORP
6123,017-963-455-175-659,SOFTGEL CAPSULE INCLUDING A NON-STEROIDAL ANTI-INFLAMMATORY DRUG AND ACETAMINOPHEN,"R.P. SCHERER TECHNOLOGIES, LLC"
6124,158-271-799-477-103,Infusion line harness,"CareFusion 303, Inc."
6125,047-088-771-454-866,PROCESS FOR PRODUCING ALCOHOLS BY ALKOXYCARBONYLATION OF DIISOBUTENE AND A C4 TO C7 OLEFIN AND SUBSEQUENT HYDROGENATION,EVONIK OXENO GMBH & CO KG
6126,094-456-462-808-14X,Powder adhesive and bonded article,CANON KK
6127,070-192-237-645-260,Air conditioning systems based on membranes,NOTARK CORP
6128,129-483-013-185-161,SOLID-STATE ELECTROCALORIC DEVICE AND ASSOCIATED METHOD,VALEO SYSTEMES THERMIQUES;;CENTRE NAT RECH SCIENT;;INST POLYTECHNIQUE BORDEAUX;;UNIV BORDEAUX
6129,136-186-435-939-480,Reporter and uses thereof,SFC CO LTD
6130,188-463-408-872-646,APPARATUS FOR MANUFACTURING ELECTRODE ACTIVE MATERIAL LAYER,ZEON CORP
6131,107-199-775-377-753,"DEGASSING SYSTEM, METHOD FOR DEGASSING LIQUIDS AND DEGASSING-SYSTEM MANUFACTURING METHOD",DAINIPPON INK & CHEMICALS
6132,155-762-094-211-986,Melamine-based compounds for lubricating compositions,AFTON CHEMICAL CORP
6133,000-835-846-799-668,ELECTROMAGNETIC SHIELD,NITTO DENKO CORP
6134,136-008-436-355-135,POLYMER COMPOSITE PIEZOELECTRIC FILM,FUJIFILM CORP
6135,166-313-064-786-434,MANNICH-BASED QUATERNARY AMMONIUM SALT FUEL ADDITIVES,AFTON CHEMICAL CORP
6136,182-507-128-161-245,"Panel, in Particular a Floor Panel or Wall Panel, and Panel Covering",I4F LICENSING NV
6137,133-445-873-137-474,NUCLEIC ACID SEQUENCING METHOD,MGI TECH CO LTD
6138,055-190-633-254-082,HOT-MELT ADHESIVE SHEET,NITTO SHINKO CORP
6139,031-772-879-522-744,"NON-AQUEOUS INK COMPOSITION, INK SET, RECORDING METHOD USING SAME, METHOD FOR PRODUCING RECORDED MATTER, RECORDED MATTER, AND INKJET RECORDING APPARATUS",DNP FINE CHEMICALS CO LTD
6140,194-056-156-613-064,Freshwater Biodegradable Mixed Ester Cellulose Esters,EASTMAN CHEM CO
6141,043-445-716-535-249,POSITIVE ELECTRODE AND SECONDARY BATTERY INCLUDING THE SAME,LG ENERGY SOLUTION LTD
6142,166-308-542-517-76X,DECORATIVE SHEET AND DECORATIVE MATERIAL,DAINIPPON PRINTING CO LTD
6143,014-173-111-800-988,Medical device having rotating shaft with lumen and sealing structure,TERUMO CORP
6144,057-956-234-699-42X,ADHESIVE FILM FOR SEMICONDUCTOR AND SEMICONDUCTOR PACKAGE USING THE SAME,LG CHEM LTD
6145,104-746-192-305-193,Biliary Stents and Methods,BOSTON SCIENT SCIMED INC
6146,084-940-743-583-41X,RESEALABLE CLOSURE FOR A CONTAINER,YETI COOLERS LLC;;YETI OUTDOOR PRODUCTS SHANGHAI COMPANY LTD
6147,128-397-147-270-428,"ELECTRODE ACTIVE MATERIAL LAYER MANUFACTURING DEVICE, AND ELECTRODE ACTIVE MATERIAL LAYER MANUFACTURING METHOD EMPLOYING SAME",ZEON CORP
6148,102-905-068-239-830,"CELLULOSE-BASED SEPARATORS COMPRISING FLAME RETARDANT, AND USES THEREOF IN ELECTROCHEMISTRY",HYDRO QUEBEC
6149,172-834-559-037-460,"MELT-BLOWN NONWOVEN FABRIC, METHOD OF PRODUCING THE SAME, LAYERED BODY, FILTER FOR FACE MASK, AND FACE MASK",KANEKA CORP
6150,113-509-699-286-902,Solid electrolyte material and battery,PANASONIC IP MAN CO LTD
6151,188-999-888-584-189,"SEPARATOR LAMINATE FOR LITHIUM SECONDARY BATTERY, ELECTRODE ASSEMBLY INCLUDING THE SAME, AND LITHIUM SECONDARY BATTERY INCLUDING THE SAME",LG ENERGY SOLUTION LTD
6152,130-332-030-769-764,Polymer composition,BOREALIS AG
6153,109-974-984-074-406,Positive Electrode Active Material Precursor and Preparation Method of Positive Electrode Active Material Precursor,LG CHEMICAL LTD
6154,118-806-844-373-387,"FLEXIBLE WIRING BOARD, ELECTRONIC MODULE, ELECTRONIC UNIT, AND ELECTRONIC APPARATUS",CANON KK
6155,024-204-613-620-081,METHODS AND APPARATUS FOR VASCULAR OCCLUSION,VENACORE INC
6156,010-814-372-708-591,Battery and manufacturing method therefor,PRIME PLANET ENERGY & SOLUTIONS INC
6157,067-335-306-617-536,SOLUTION OF SULFONE POLYMERS IN METHYL-1-METHYL-2-OXOPYRROLIDONE-4-CARBOXYLATE FOR THE USE OF MEMBRANES,BASF SE
6158,178-452-807-243-04X,"NON-AQUEOUS INK COMPOSITION, INK SET, RECORDING METHOD USING SAME, METHOD FOR PRODUCING RECORDED MATTER, RECORDED MATTER, AND INKJET RECORDING APPARATUS",DNP FINE CHEMICALS CO LTD
6159,139-027-294-651-918,"CLEANING AND DRYING BOX FOR FALSE EYELASHES, AND ASSOCIATED METHOD OF USE",OREAL
6160,110-160-283-856-352,STABLE PHARMACEUTICAL COMPOSITIONS OF CYCLOPHOSPHAMIDE,SLAYBACK PHARMA LLC
6161,150-270-994-795-486,Environment control system utilizing an electrochemical cell,FFI IONIX IP INC
6162,136-172-955-073-716,Aqueous Composition Comprising Avermectins,HWI Pharma Services GmbH
6163,107-471-457-374-143,Photovoltaic module for a roof with continuous fiber tape,GAF ENERGY LLC
6164,112-039-063-999-712,SENSOR CONNECTOR WITH BAYONET COUPLING,ITT CANNON GMBH;;ITT MFG ENTERPRISES LLC
6165,144-200-218-154-220,Adhesive patch containing an improved release liner system,EUROMED INC
6166,167-607-632-825-519,SYSTEM AND METHOD FOR IMPROVING WINDSHIELD GLARE,ILLINOIS TOOL WORKS
6167,034-010-765-761-390,Electrostatic actuation for diffractive optical devices,APPLE INC
6168,074-268-989-544-482,"PRE-LITHIATION METHOD FOR LITHIUM SECONDARY BATTERY ANODE, ANODE INTERMEDIATE, AND LITHIUM SECONDARY BATTERY COMPRISING ANODE",LG ENERGY SOLUTION LTD
6169,063-580-262-125-284,METHOD FOR ASSEMBLING GENE LIBRARIES FROM A POOL OF OLIGONUCLEOTIDES,BROAD INST INC
6170,034-401-427-991-386,FALSE EYELASH SUPPORT WITH FLEXIBLE FIXING TABS,OREAL
6171,183-195-560-424-645,DRYER SHEET AND PROCESS OF MAKING,PROCTER & GAMBLE
6172,023-700-556-331-115,RADIATION CURABLE COMPOSITIONS FOR LOW GLOSS COATINGS,ALLNEX BELGIUM
6173,049-054-397-774-268,COMPOSITION AND METHOD OF REMOVING CONTAMINANTS USING THE COMPOSITION,MELBOURNE INST TECH
6174,014-420-111-065-747,Hemp cultivar named ‘CBDRX18’,FUNCTIONAL REMEDIES INT LLC;;FRTJC LLC
6175,002-990-047-377-832,PEST CONTROL COMPOSITIONS CONTAINED IN PLASTIC CONTAINERS,PROCTER & GAMBLE
6176,192-550-095-764-125,"MASTERBATCH, PREFORM, BLOW-MOLDED BOTTLE, BEVERAGE PRODUCT, FILM, METHOD FOR PRODUCING PREFORM, AND METHOD FOR PRODUCING BLOW-MOLDED BOTTLE",KIRIN HOLDINGS KABUSHIKI KAISHA;;MITSUBISHI CHEMICAL CORPORATION
6177,054-331-343-483-813,Method of producing a plastic lens having a coating layer,TOKUYAMA CORP
6178,052-207-665-338-896,"COMPOSITES PARTICLES FOR NON-AQUEOUS ELECTROLYTE RECHARGEABLE BATTERIES, METHODS OF PREPARING THE SAME, POSITIVE ELECTRODES, AND NON-AQUEOUS ELECTROLYTE RECHARGEABLE BATTERIES",SAMSUNG SDI CO LTD
6179,162-939-356-860-877,Meter pit and method of manufacturing the same,BINGHAM & TAYLOR CORP
6180,063-642-516-353-801,A SOLID-CONTACT ION-SELECTIVE ELECTRODE,UNISENSE AS
6181,070-871-019-901-582,SUNSCREEN COMPOSITION COMPRISING NANOCRYSTALLINE CELLULOSE,ANOMERA INC
6182,182-672-648-627-968,Use of specific solutions and polymer materials obtained from these solutions for trapping toxic chemical agents,COMMISSARIAT ENERGIE ATOMIQUE
6183,076-056-607-039-279,"PAINT ADDITIVE, PAINT COMPOSITION, AND COATING LAYER",SHINETSU CHEMICAL CO
